elementGlobalId,uniqueId,nsxUrl,elcode,scientificName,formattedScientificName,primaryCommonName,primaryCommonNameLanguage,roundedGRank,lastModified,classificationStatus,gRank,roundedGrank_2015,phylum,taxorder,taxclass,family,genus,informalTaxonomy
757701,ELEMENT_GLOBAL.2.757701,/Taxon/ELEMENT_GLOBAL.2.757701/Polycentropus_chenoides,IITRI65810,Polycentropus chenoides,<i>Polycentropus chenoides</i>,a polycentropodid caddisfly,EN,G2,2022-02-05T02:44:03.634481Z,Standard,G2G3,G2,Arthropoda,Trichoptera,Insecta,Polycentropodidae,Polycentropus,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Caddisflies"
121310,ELEMENT_GLOBAL.2.121310,/Taxon/ELEMENT_GLOBAL.2.121310/Baetis_rusticans,IIEPH26220,Baetis rusticans,<i>Baetis rusticans</i>,Rusty Small Minnow Mayfly,EN,G2,2022-02-05T02:00:50.619541Z,Standard,G2G3,G2,Arthropoda,Ephemeroptera,Insecta,Baetidae,Baetis,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Mayflies"
119620,ELEMENT_GLOBAL.2.119620,/Taxon/ELEMENT_GLOBAL.2.119620/Heptagenia_culacantha,IIEPH38060,Heptagenia culacantha,<i>Heptagenia culacantha</i>,a flat-headed mayfly,EN,G2,2022-02-05T01:53:41.243731Z,Standard,G2G3,G2,Arthropoda,Ephemeroptera,Insecta,Heptageniidae,Heptagenia,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Mayflies"
113106,ELEMENT_GLOBAL.2.113106,/Taxon/ELEMENT_GLOBAL.2.113106/Procloeon_vicinum,IIEPH74310,Procloeon vicinum,<i>Procloeon vicinum</i>,Potomac Small Minnow Mayfly,EN,G2,2022-02-05T01:23:13.024784Z,Standard,G2G3,G2,Arthropoda,Ephemeroptera,Insecta,Baetidae,Procloeon,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Mayflies"
108203,ELEMENT_GLOBAL.2.108203,/Taxon/ELEMENT_GLOBAL.2.108203/Siphlonisca_aerodromia,IIEPH29010,Siphlonisca aerodromia,<i>Siphlonisca aerodromia</i>,Tomah Mayfly,EN,G2,2022-02-05T01:01:20.273532Z,Standard,G2G3,G2,Arthropoda,Ephemeroptera,Insecta,Siphlonuridae,Siphlonisca,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Mayflies"
117626,ELEMENT_GLOBAL.2.117626,/Taxon/ELEMENT_GLOBAL.2.117626/Siphlonurus_barbarus,IIEPH24070,Siphlonurus barbarus,<i>Siphlonurus barbarus</i>,Barbarous Primitive Minnow Mayfly,EN,G2,2022-02-05T01:43:31.508736Z,Standard,G1G3,G2,Arthropoda,Ephemeroptera,Insecta,Siphlonuridae,Siphlonurus,"Animals - Insects - Caddisflies, Mayflies, and Stoneflies - Mayflies"
636912,ELEMENT_GLOBAL.2.636912,/Taxon/ELEMENT_GLOBAL.2.636912/Desmognathus_folkertsi,AAAAD03180,Desmognathus folkertsi,<i>Desmognathus folkertsi</i>,Dwarf Black-bellied Salamander,EN,G2,2022-02-05T02:00:54.744048Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Desmognathus,Animals - Vertebrates - Amphibians
732487,ELEMENT_GLOBAL.2.732487,/Taxon/ELEMENT_GLOBAL.2.732487/Plethodon_chattahoochee,AAAAD12490,Plethodon chattahoochee,<i>Plethodon chattahoochee</i>,Chattahoochee Slimy Salamander,EN,G3,2022-02-05T02:04:57.884403Z,Standard,G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Plethodon,Animals - Vertebrates - Amphibians
106370,ELEMENT_GLOBAL.2.106370,/Taxon/ELEMENT_GLOBAL.2.106370/Plethodon_petraeus,AAAAD12310,Plethodon petraeus,<i>Plethodon petraeus</i>,Pigeon Mountain Salamander,EN,G2,2022-02-05T00:51:36.506791Z,Standard,G2,G2,Craniata,Caudata,Amphibia,Plethodontidae,Plethodon,Animals - Vertebrates - Amphibians
732503,ELEMENT_GLOBAL.2.732503,/Taxon/ELEMENT_GLOBAL.2.732503/Plethodon_savannah,AAAAD12540,Plethodon savannah,<i>Plethodon savannah</i>,Savannah Slimy Salamander,EN,G2,2022-02-05T02:04:59.384417Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Plethodon,Animals - Vertebrates - Amphibians
829323,ELEMENT_GLOBAL.2.829323,/Taxon/ELEMENT_GLOBAL.2.829323/Urspelerpes_brucei,AAAAD17010,Urspelerpes brucei,<i>Urspelerpes brucei</i>,Patch-nosed Salamander,EN,G1,2022-02-05T03:00:16.481657Z,Standard,G1,G1,Craniata,Caudata,Amphibia,Plethodontidae,Urspelerpes,Animals - Vertebrates - Amphibians
102978,ELEMENT_GLOBAL.2.102978,/Taxon/ELEMENT_GLOBAL.2.102978/Cyprinella_xaenura,AFCJB49230,Cyprinella xaenura,<i>Cyprinella xaenura</i>,Altamaha Shiner,EN,G2,2022-02-05T00:37:24.283151Z,Standard,G2G3,G2,Craniata,Cypriniformes,Actinopterygii,Cyprinidae,Cyprinella,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
103506,ELEMENT_GLOBAL.2.103506,/Taxon/ELEMENT_GLOBAL.2.103506/Elassoma_okatie,AFCQB09060,Elassoma okatie,<i>Elassoma okatie</i>,Bluebarred Pygmy Sunfish,EN,G2,2022-02-05T00:39:42.581124Z,Standard,G2G3,G2,Craniata,Perciformes,Actinopterygii,Elassomatidae,Elassoma,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
103687,ELEMENT_GLOBAL.2.103687,/Taxon/ELEMENT_GLOBAL.2.103687/Etheostoma_etowahae,AFCQC02A70,Etheostoma etowahae,<i>Etheostoma etowahae</i>,Etowah Darter,EN,G1,2022-02-05T00:40:29.784727Z,Standard,G1,G1,Craniata,Perciformes,Actinopterygii,Percidae,Etheostoma,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
101141,ELEMENT_GLOBAL.2.101141,/Taxon/ELEMENT_GLOBAL.2.101141/Etheostoma_scotti,AFCQC02XJ0,Etheostoma scotti,<i>Etheostoma scotti</i>,Cherokee Darter,EN,G2,2022-02-05T00:28:53.693699Z,Standard,G2,G2,Craniata,Perciformes,Actinopterygii,Percidae,Etheostoma,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
100568,ELEMENT_GLOBAL.2.100568,/Taxon/ELEMENT_GLOBAL.2.100568/Fundulus_bifax,AFCNB04300,Fundulus bifax,<i>Fundulus bifax</i>,Stippled Studfish,EN,G2,2022-02-05T00:25:37.662309Z,Standard,G2G3,G2,Craniata,Cyprinodontiformes,Actinopterygii,Fundulidae,Fundulus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
100557,ELEMENT_GLOBAL.2.100557,/Taxon/ELEMENT_GLOBAL.2.100557/Moxostoma_robustum,AFCJC10150,Moxostoma robustum,<i>Moxostoma robustum</i>,Robust Redhorse,EN,G1,2022-02-05T00:25:34.506049Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Moxostoma,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
791584,ELEMENT_GLOBAL.24.32025,/Taxon/ELEMENT_GLOBAL.24.32025/Percina_crypta,AFCQC04440,Percina crypta,<i>Percina crypta</i>,Halloween Darter,EN,G2,2022-02-05T02:46:16.462574Z,Standard,G2,G2,Craniata,Perciformes,Actinopterygii,Percidae,Percina,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
119192,ELEMENT_GLOBAL.2.119192,/Taxon/ELEMENT_GLOBAL.2.119192/Alasmidonta_arcula,IMBIV02010,Alasmidonta arcula,<i>Alasmidonta arcula</i>,Altamaha Arcmussel,EN,G2,2022-02-05T01:51:51.369141Z,Standard,G2,G2,Mollusca,Unionoida,Bivalvia,Unionidae,Alasmidonta,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
112560,ELEMENT_GLOBAL.2.112560,/Taxon/ELEMENT_GLOBAL.2.112560/Elliptio_folliculata,IMBIV14130,Elliptio folliculata,<i>Elliptio folliculata</i>,Pod Lance,EN,G2,2022-02-05T01:20:46.725972Z,Standard,G2G3,G2,Mollusca,Unionoida,Bivalvia,Unionidae,Elliptio,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
114607,ELEMENT_GLOBAL.2.114607,/Taxon/ELEMENT_GLOBAL.2.114607/Elliptio_nigella,IMBIV14210,Elliptio nigella,<i>Elliptio nigella</i>,Winged Spike,EN,G1,2022-02-05T01:29:26.149429Z,Standard,G1,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Elliptio,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
109373,ELEMENT_GLOBAL.2.109373,/Taxon/ELEMENT_GLOBAL.2.109373/Elliptio_spinosa,IMBIV14260,Elliptio spinosa,<i>Elliptio spinosa</i>,Altamaha Spinymussel,EN,G1,2022-02-05T01:06:51.116577Z,Standard,G1G2,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Elliptio,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
109895,ELEMENT_GLOBAL.2.109895,/Taxon/ELEMENT_GLOBAL.2.109895/Epioblasma_penita,IMBIV16130,Epioblasma penita,<i>Epioblasma penita</i>,Southern Combshell,EN,G1,2022-02-05T01:09:23.13219Z,Standard,G1,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Epioblasma,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
827823,ELEMENT_GLOBAL.2.827823,/Taxon/ELEMENT_GLOBAL.2.827823/Pleurobema_hartmanianum,IMBIV35380,Pleurobema hartmanianum,<i>Pleurobema hartmanianum</i>,Cherokee Pigtoe,EN,G1,2022-02-05T02:59:50.325134Z,Standard,G1,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Pleurobema,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
827833,ELEMENT_GLOBAL.2.827833,/Taxon/ELEMENT_GLOBAL.2.827833/Pleurobema_stabile,IMBIV35390,Pleurobema stabile,<i>Pleurobema stabile</i>,Coosa Pigtoe,EN,G1,2022-02-05T02:59:50.747154Z,Standard,G1,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Pleurobema,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
107419,ELEMENT_GLOBAL.2.107419,/Taxon/ELEMENT_GLOBAL.2.107419/Toxolasma_corvunculus,IMBIV43010,Toxolasma corvunculus,<i>Toxolasma corvunculus</i>,Southern Purple Lilliput,EN,G1,2022-02-05T00:57:18.929366Z,Standard,G1,G1,Mollusca,Unionoida,Bivalvia,Unionidae,Toxolasma,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
112404,ELEMENT_GLOBAL.2.112404,/Taxon/ELEMENT_GLOBAL.2.112404/Toxolasma_pullus,IMBIV43070,Toxolasma pullus,<i>Toxolasma pullus</i>,Savannah Lilliput,EN,G2,2022-02-05T01:20:02.94409Z,Standard,G2,G2,Mollusca,Unionoida,Bivalvia,Unionidae,Toxolasma,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Mussels"
108549,ELEMENT_GLOBAL.2.108549,/Taxon/ELEMENT_GLOBAL.2.108549/Elimia_boykiniana,IMGASK2120,Elimia boykiniana,<i>Elimia boykiniana</i>,Flaxen Elimia,EN,G2,2022-02-05T01:03:03.679333Z,Standard,G2Q,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
785537,ELEMENT_GLOBAL.2.785537,/Taxon/ELEMENT_GLOBAL.2.785537/Elimia_darwini,IMGASK3110,Elimia darwini,<i>Elimia darwini</i>,Pup Elimia,EN,G1,2022-02-05T02:45:18.759489Z,Standard,G1Q,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
115254,ELEMENT_GLOBAL.2.115254,/Taxon/ELEMENT_GLOBAL.2.115254/Elimia_inclinans,IMGASK2420,Elimia inclinans,<i>Elimia inclinans</i>,Slanted Elimia,EN,G1,2022-02-05T01:32:18.508246Z,Standard,G1G2Q,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
785525,ELEMENT_GLOBAL.2.785525,/Taxon/ELEMENT_GLOBAL.2.785525/Elimia_induta,IMGASK2970,Elimia induta,<i>Elimia induta</i>,Gem Elimia,EN,G2,2022-02-05T02:45:18.05639Z,Standard,G2Q,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
785504,ELEMENT_GLOBAL.2.785504,/Taxon/ELEMENT_GLOBAL.2.785504/Elimia_lecontiana,IMGASK2960,Elimia lecontiana,<i>Elimia lecontiana</i>,Rippled Elimia,EN,G2,2022-02-05T02:45:17.79066Z,Standard,G2G3,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
798035,ELEMENT_GLOBAL.2.798035,/Taxon/ELEMENT_GLOBAL.2.798035/Elimia_mutabilis,IMGASK2470,Elimia mutabilis,<i>Elimia mutabilis</i>,Oak Elimia,EN,G2,2022-02-05T02:47:55.180833Z,Standard,G2Q,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
119848,ELEMENT_GLOBAL.2.119848,/Taxon/ELEMENT_GLOBAL.2.119848/Elimia_ornata,IMGASK2900,Elimia ornata,<i>Elimia ornata</i>,Ornata Elimia,EN,G1,2022-02-05T01:54:37.868457Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
785528,ELEMENT_GLOBAL.2.785528,/Taxon/ELEMENT_GLOBAL.2.785528/Elimia_timida,IMGASK2980,Elimia timida,<i>Elimia timida</i>,Timid Elimia,EN,G1,2022-02-05T02:45:18.259433Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Elimia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
109449,ELEMENT_GLOBAL.2.109449,/Taxon/ELEMENT_GLOBAL.2.109449/Leptoxis_foremani,IMGASK5230,Leptoxis foremani,<i>Leptoxis foremani</i>,Interrupted Rocksnail,EN,G1,2022-02-05T01:07:13.585328Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Leptoxis,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
107108,ELEMENT_GLOBAL.2.107108,/Taxon/ELEMENT_GLOBAL.2.107108/Lioplax_cyclostomaformis,IMGASE8010,Lioplax cyclostomaformis,<i>Lioplax cyclostomaformis</i>,Cylindrical Lioplax,EN,G1,2022-02-05T00:55:50.039162Z,Standard,G1,G1,Mollusca,Architaenioglossa,Gastropoda,Viviparidae,Lioplax,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
113656,ELEMENT_GLOBAL.2.113656,/Taxon/ELEMENT_GLOBAL.2.113656/Marstonia_agarhecta,IMGASJ0880,Marstonia agarhecta,<i>Marstonia agarhecta</i>,Ocmulgee Marstonia,EN,G1,2022-02-05T01:25:45.195278Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Marstonia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
113559,ELEMENT_GLOBAL.2.113559,/Taxon/ELEMENT_GLOBAL.2.113559/Marstonia_castor,IMGASJ0900,Marstonia castor,<i>Marstonia castor</i>,Beaverpond Marstonia,EN,G1,2022-02-05T01:25:18.054709Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Marstonia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
785267,ELEMENT_GLOBAL.2.785267,/Taxon/ELEMENT_GLOBAL.2.785267/Marstonia_gaddisorum,IMGASK0110,Marstonia gaddisorum,<i>Marstonia gaddisorum</i>,Gaddis Marstonia,EN,G1,2022-02-05T02:45:12.087607Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Marstonia,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
106724,ELEMENT_GLOBAL.2.106724,/Taxon/ELEMENT_GLOBAL.2.106724/Pleurocera_foremani,IMGASK7080,Pleurocera foremani,<i>Pleurocera foremani</i>,Rough Hornsnail,EN,G1,2022-02-05T00:53:30.679935Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Pleurocera,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
113528,ELEMENT_GLOBAL.2.113528,/Taxon/ELEMENT_GLOBAL.2.113528/Pleurocera_pyrenella,IMGASK7140,Pleurocera pyrenella,<i>Pleurocera pyrenella</i>,Skirted Hornsnail,EN,G2,2022-02-05T01:25:10.773436Z,Standard,G2,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Pleurocera,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
110765,ELEMENT_GLOBAL.2.110765,/Taxon/ELEMENT_GLOBAL.2.110765/Pleurocera_showalteri,IMGASK7150,Pleurocera showalteri,<i>Pleurocera showalteri</i>,Upland Hornsnail,EN,G2,2022-02-05T01:13:04.273423Z,Standard,G2Q,G2,Mollusca,Neotaenioglossa,Gastropoda,Pleuroceridae,Pleurocera,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
107666,ELEMENT_GLOBAL.2.107666,/Taxon/ELEMENT_GLOBAL.2.107666/Somatogyrus_alcoviensis,IMGASJ2010,Somatogyrus alcoviensis,<i>Somatogyrus alcoviensis</i>,Reverse Pebblesnail,EN,G1,2022-02-05T00:58:43.725888Z,Standard,G1Q,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Somatogyrus,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
109726,ELEMENT_GLOBAL.2.109726,/Taxon/ELEMENT_GLOBAL.2.109726/Somatogyrus_tenax,IMGASJ2300,Somatogyrus tenax,<i>Somatogyrus tenax</i>,Savannah Pebblesnail,EN,G2,2022-02-05T01:08:31.647838Z,Standard,G2G3Q,G2,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Somatogyrus,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
110350,ELEMENT_GLOBAL.2.110350,/Taxon/ELEMENT_GLOBAL.2.110350/Catinella_pugilator,IMGAS66050,Catinella pugilator,<i>Catinella pugilator</i>,Weedpatch Ambersnail,EN,G1,2022-02-05T01:11:23.241786Z,Standard,G1G2,G1,Mollusca,Stylommatophora,Gastropoda,Succineidae,Catinella,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
109244,ELEMENT_GLOBAL.2.109244,/Taxon/ELEMENT_GLOBAL.2.109244/Paravitrea_amicalola,IMGAS78020,Paravitrea amicalola,<i>Paravitrea amicalola</i>,Tight Supercoil,EN,G1,2022-02-05T01:06:13.616646Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Zonitidae,Paravitrea,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
112784,ELEMENT_GLOBAL.2.112784,/Taxon/ELEMENT_GLOBAL.2.112784/Paravitrea_diana,IMGAS78140,Paravitrea diana,<i>Paravitrea diana</i>,Hunted Supercoil,EN,G1,2022-02-05T01:21:46.929144Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Zonitidae,Paravitrea,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
116357,ELEMENT_GLOBAL.2.116357,/Taxon/ELEMENT_GLOBAL.2.116357/Stenotrema_brevipila,IMGAS98060,Stenotrema brevipila,<i>Stenotrema brevipila</i>,Talladega Slitmouth,EN,G2,2022-02-05T01:37:36.538744Z,Standard,G2,G2,Mollusca,Stylommatophora,Gastropoda,Polygyridae,Stenotrema,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
113188,ELEMENT_GLOBAL.2.113188,/Taxon/ELEMENT_GLOBAL.2.113188/Stygobromus_ackerlyi,ICMAL05850,Stygobromus ackerlyi,<i>Stygobromus ackerlyi</i>,a cave obligate amphipod,EN,G1,2022-02-05T01:23:30.835723Z,Standard,G1G2,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
107815,ELEMENT_GLOBAL.2.107815,/Taxon/ELEMENT_GLOBAL.2.107815/Stygobromus_grandis,ICMAL05930,Stygobromus grandis,<i>Stygobromus grandis</i>,a cave obligate amphipod,EN,G1,2022-02-05T00:59:22.491287Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
107626,ELEMENT_GLOBAL.2.107626,/Taxon/ELEMENT_GLOBAL.2.107626/Stygobromus_minutus,ICMAL05980,Stygobromus minutus,<i>Stygobromus minutus</i>,Pettijohn Cave Stygobromid,EN,G2,2022-02-05T00:58:31.257125Z,Standard,G2G3,G2,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
117215,ELEMENT_GLOBAL.2.117215,/Taxon/ELEMENT_GLOBAL.2.117215/Cambarus_coosawattae,ICMAL07420,Cambarus coosawattae,<i>Cambarus coosawattae</i>,Coosawattae Crayfish,EN,G2,2022-02-05T01:41:43.211731Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
728749,ELEMENT_GLOBAL.2.728749,/Taxon/ELEMENT_GLOBAL.2.728749/Cambarus_doughertyensis,ICMAL07980,Cambarus doughertyensis,<i>Cambarus doughertyensis</i>,Dougherty Burrowing Crayfish,EN,G1,2022-02-05T02:04:43.040628Z,Standard,G1,G1,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
107140,ELEMENT_GLOBAL.2.107140,/Taxon/ELEMENT_GLOBAL.2.107140/Cambarus_georgiae,ICMAL07520,Cambarus georgiae,<i>Cambarus georgiae</i>,Little Tennessee Crayfish,EN,G2,2022-02-05T00:55:58.257862Z,Standard,G2G3,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
120496,ELEMENT_GLOBAL.2.120496,/Taxon/ELEMENT_GLOBAL.2.120496/Cambarus_harti,ICMAL07560,Cambarus harti,<i>Cambarus harti</i>,Piedmont Blue Burrower,EN,G1,2022-02-05T01:57:19.415207Z,Standard,G1,G1,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
115819,ELEMENT_GLOBAL.2.115819,/Taxon/ELEMENT_GLOBAL.2.115819/Cambarus_parrishi,ICMAL07680,Cambarus parrishi,<i>Cambarus parrishi</i>,Hiwassee Headwater Crayfish,EN,G2,2022-02-05T01:34:56.882543Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
115431,ELEMENT_GLOBAL.2.115431,/Taxon/ELEMENT_GLOBAL.2.115431/Cambarus_speciosus,ICMAL07750,Cambarus speciosus,<i>Cambarus speciosus</i>,Beautiful Crayfish,EN,G2,2022-02-05T01:33:04.619114Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
108680,ELEMENT_GLOBAL.2.108680,/Taxon/ELEMENT_GLOBAL.2.108680/Cambarus_strigosus,ICMAL07790,Cambarus strigosus,<i>Cambarus strigosus</i>,Lean Crayfish,EN,G2,2022-02-05T01:03:40.241632Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
116795,ELEMENT_GLOBAL.2.116795,/Taxon/ELEMENT_GLOBAL.2.116795/Cambarus_truncatus,ICMAL07810,Cambarus truncatus,<i>Cambarus truncatus</i>,Oconee Burrowing Crayfish,EN,G2,2022-02-05T01:39:40.180134Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
118740,ELEMENT_GLOBAL.2.118740,/Taxon/ELEMENT_GLOBAL.2.118740/Cambarus_unestami,ICMAL07820,Cambarus unestami,<i>Cambarus unestami</i>,Blackbarred Crayfish,EN,G2,2022-02-05T01:49:18.33845Z,Standard,G2,G2,Arthropoda,Decapoda,Malacostraca,Cambaridae,Cambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
108526,ELEMENT_GLOBAL.2.108526,/Taxon/ELEMENT_GLOBAL.2.108526/Distocambarus_devexus,ICMAL50030,Distocambarus devexus,<i>Distocambarus devexus</i>,Broad River Burrowing Crayfish,EN,G1,2022-02-05T01:02:57.804309Z,Standard,G1,G1,Arthropoda,Decapoda,Malacostraca,Cambaridae,Distocambarus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
832857,ELEMENT_GLOBAL.2.832857,/Taxon/ELEMENT_GLOBAL.2.832857/Eubranchipus_stegosus,ICBRA01110,Eubranchipus stegosus,<i>Eubranchipus stegosus</i>,a fairy shrimp,EN,G1,2022-02-05T03:00:34.793703Z,Standard,G1,G1,Arthropoda,Anostraca,Branchiopoda,Chirocephalidae,Eubranchipus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
113363,ELEMENT_GLOBAL.2.113363,/Taxon/ELEMENT_GLOBAL.2.113363/Amerigoniscus_curvatus,ICMAL02040,Amerigoniscus curvatus,<i>Amerigoniscus curvatus</i>,a cave obligate isopod,EN,G1,2022-02-05T01:24:28.710977Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Trichoniscidae,Amerigoniscus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
112142,ELEMENT_GLOBAL.2.112142,/Taxon/ELEMENT_GLOBAL.2.112142/Amerigoniscus_georgiensis,ICMAL02050,Amerigoniscus georgiensis,<i>Amerigoniscus georgiensis</i>,a cave obligate isopod,EN,G1,2022-02-05T01:18:47.5539Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Trichoniscidae,Amerigoniscus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
120895,ELEMENT_GLOBAL.2.120895,/Taxon/ELEMENT_GLOBAL.2.120895/Amerigoniscus_proximus,ICMAL02090,Amerigoniscus proximus,<i>Amerigoniscus proximus</i>,a cave obligate isopod,EN,G1,2022-02-05T01:59:04.088435Z,Standard,G1G2,G1,Arthropoda,Isopoda,Malacostraca,Trichoniscidae,Amerigoniscus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
